source_concept_id,source_code,source_code_description_mod,source_code_description,source_counts,comments,target_concept_id,target_concept_code,target_concept_name,target_concept_class_id,target_standard_concept,target_invalid_reason,target_domain_id,target_vocabulary_id
42845897,68382036306,"letrozole 2.5mg1 ORAL TABLET, FILM COATED","letrozole 2.5mg/1 ORAL TABLET, FILM COATED",,,19022830,200064,letrozole 2.5 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
42845898,68382036310,"letrozole 2.5mg1 ORAL TABLET, FILM COATED","letrozole 2.5mg/1 ORAL TABLET, FILM COATED",,,19022830,200064,letrozole 2.5 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
42845899,68382036330,"letrozole 2.5mg1 ORAL TABLET, FILM COATED","letrozole 2.5mg/1 ORAL TABLET, FILM COATED",,,19022830,200064,letrozole 2.5 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44456070,69945045001,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44452549,69945045002,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44459615,69945045003,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44452828,69945045004,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44459714,69945045005,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44452392,69945045007,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44459844,69945045102,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44456972,69945045103,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44453278,69945045104,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44455271,69945045106,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44452163,69945045200,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44455516,69945045201,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44459481,69945045202,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44454862,69945045203,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44453029,69945045204,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44457456,69945045205,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44459003,69945045206,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44458190,69945045207,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44454431,69945045208,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44457995,69945045209,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44452466,69945045210,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44455012,69945045211,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44455350,69945045212,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44454334,69945045215,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44453213,69945045217,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44456697,69945045220,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44454050,69945045250,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44456261,69945045275,"SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated","SODIUM IODIDE I 131 - sodium iodide i 131 capsule, gelatin coated",,https://www.pharmacompass.com/ndc-0019-9452-00,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
1583470,63539018711,palbociclib 75 Oral Capsule [Ibrance],palbociclib 75 MG Oral Capsule [Ibrance],,,45892090,1601394,palbociclib 75 MG Oral Capsule [Ibrance],Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
1583469,63539018811,palbociclib 100 Oral Capsule [Ibrance],palbociclib 100 MG Oral Capsule [Ibrance],,,45892082,1601386,palbociclib 100 MG Oral Capsule [Ibrance],Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36186003,62157055001,AX PHARMACEUTICAL CORP - anastrozole powder,AX PHARMACEUTICAL CORP - anastrozole powder,,,1348265,84857,anastrozole,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36186029,62157057601,AX PHARMACEUTICAL CORP - anastrozole powder,AX PHARMACEUTICAL CORP - anastrozole powder,,,1348265,84857,anastrozole,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36186052,62157060101,AX PHARMACEUTICAL CORP - anastrozole powder,AX PHARMACEUTICAL CORP - anastrozole powder,,,1348265,84857,anastrozole,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
36491356,62157044401,AX PHARMACEUTICAL CORP - anastrozole powder,AX PHARMACEUTICAL CORP - anastrozole powder,,,1348265,84857,anastrozole,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46340611,00019945001,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46357370,00019945002,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46346595,00019945003,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46356151,00019945004,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46334975,00019945005,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46345770,00019945007,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46337246,00019945102,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46338346,00019945103,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46356424,00019945104,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46337722,00019945106,"SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution","SODIUM IODIDE I-131 THERAPEUTIC - sodium iodide, i-131 solution",,https://www.pharmacompass.com/ndc-69945-450-07,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44838717,00085460202,INSPIREASE DRUG DLVRY SYSTEM,INSPIREASE DRUG DLVRY SYSTEM,,http://www.mimedical.com/Drugs%20and%20Pharmaceuticals%20I.pdf,17,,,,,,,
,,,,,,,,,,,,,
45146402,00299392108,`,CETAPHIL GENTLE SKIN CLEANSER,,"https://www.drugotc.com/content/cetaphil-gentle-skin-cleanser-816-oz  || Water, Acetyl Alcohol, Propylene Glycol, Sodium Lauryl Sulfate, Stearyl Alcohol, Methylparaben, Propylparaben, Butylparaben",17,,,,,,,
,,,,,,,,,,,,,
45270968,17156052401,METASTRON VIAL,METASTRON VIAL,,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=5444c028-3fcd-4b37-82e4-3cce0f53488a&type=display  /  https://www.hipaaspace.com/medical_billing/coding/national.drug.codes/txt/17156-524-01,19132890,81638,Strontium-89,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45375737,49669161301,"Immunoglobins, Intravenous 50 MGML Injectable Solution [Venoglobulin-S 5%]","Immunoglobins, Intravenous 50 MG/ML Injectable Solution [Venoglobulin-S 5%]",,49669-1613-01,36881018,OMOP1004162,Immunoglobulin G 50 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44883353,54162060001,HYDROCERIN CREAM,HYDROCERIN CREAM,,"https://www.blowoutmedical.com/hydrocerin-cream.html  ||  deionized water, petrolatum, mineral oil, mineral wax, ceresin wax, lanolin alcohol, DMDM Hydantoin, methyl propyl parabens",17,,,,,,,
,,,,,,,,,,,,,
44855125,00003005201,"ALBUMIN,IODINATED I-131 SERUM 10 MGML Injectable Solution","ALBUMIN,IODINATED I-131 SERUM 10 MG/ML Injectable Solution",,,17,,,,,,,
,,,,,,,,,,,,,
45076759,000073261,tositumomab I-131 .61 mCimL INJECTION [BEXXAR],tositumomab I-131 .61 mCi/mL INJECTION [BEXXAR],,,40151055,797580,iodine-131-tositumomab Injectable Solution,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45366553,000073262,tositumomab I-131 5.6 mCimL INJECTION [BEXXAR],tositumomab I-131 5.6 mCi/mL INJECTION [BEXXAR],,,40151055,797580,iodine-131-tositumomab Injectable Solution,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44889507,000199450,"sodium iodide, i-131 5mCimL ORAL SOLUTION [sodium iodide i-131 therapeutic]","sodium iodide, i-131 5mCi/mL ORAL SOLUTION [sodium iodide i-131 therapeutic]",,,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44940677,000199451,"sodium iodide, i-131 25mCimL ORAL SOLUTION [sodium iodide i-131 therapeutic]","sodium iodide, i-131 25mCi/mL ORAL SOLUTION [sodium iodide i-131 therapeutic]",,,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45059795,000199452,"sodium iodide i 131 1mCimL ORAL CAPSULE, GELATIN COATED","sodium iodide i 131 1mCi/mL ORAL CAPSULE, GELATIN COATED",,https://seer.cancer.gov/oncologytoolbox/canmed/ndconc/00019-9452/,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45042668,000199601,"sodium iodide i 123 100uCi1 ORAL CAPSULE, GELATIN COATED","sodium iodide i 123 100uCi/1 ORAL CAPSULE, GELATIN COATED",,http://www.nuclearonline.org/PI/Mallinckrodt%20I-123%20capsules.pdf,17,,,,,,,
,,,,,,,,,,,,,
46351240,00019960110,"SODIUM IODIDE I 123 - sodium iodide i 123 capsule, gelatin coated","SODIUM IODIDE I 123 - sodium iodide i 123 capsule, gelatin coated",,http://www.nuclearonline.org/PI/Mallinckrodt%20I-123%20capsules.pdf,17,,,,,,,
,,,,,,,,,,,,,
44855330,000199602,"sodium iodide i 123 200uCi1 ORAL CAPSULE, GELATIN COATED","sodium iodide i 123 200uCi/1 ORAL CAPSULE, GELATIN COATED",,http://www.nuclearonline.org/PI/Mallinckrodt%20I-123%20capsules.pdf,17,,,,,,,
,,,,,,,,,,,,,
46336784,00019960220,"SODIUM IODIDE I 123 - sodium iodide i 123 capsule, gelatin coated","SODIUM IODIDE I 123 - sodium iodide i 123 capsule, gelatin coated",,http://www.nuclearonline.org/PI/Mallinckrodt%20I-123%20capsules.pdf,17,,,,,,,
,,,,,,,,,,,,,
44889510,00019N450,"sodium iodide, i-131 5 mCimL SOLUTION [Sodium Iodide I-131]","sodium iodide, i-131 5 mCi/mL SOLUTION [Sodium Iodide I-131]",,https://www.findacode.com/ndc/drugs/Sodium_Iodide_I-131_Therapeutic,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45093776,00019N452,"sodium iodide i 131 1 mCimL CAPSULE, GELATIN COATED [SODIUM IODIDE I 131]","sodium iodide i 131 1 mCi/mL CAPSULE, GELATIN COATED [SODIUM IODIDE I 131]",,https://www.hotshotsnm.com/resources/product-info/,42972173,OMOP4698583,Sodium iodide I131 Oral Capsule,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44974409,00019N601,"sodium iodide i 123 100 uCi1 CAPSULE, GELATIN COATED [SODIUM IODIDE I 123]","sodium iodide i 123 100 uCi/1 CAPSULE, GELATIN COATED [SODIUM IODIDE I 123]",,http://www.radiopharmaceuticals.info/i-123-sodium-iodide-capsules.html,17,,,,,,,
,,,,,,,,,,,,,
44889511,00019N602,"sodium iodide i 123 200 uCi1 CAPSULE, GELATIN COATED [SODIUM IODIDE I 123]","sodium iodide i 123 200 uCi/1 CAPSULE, GELATIN COATED [SODIUM IODIDE I 123]",,http://www.radiopharmaceuticals.info/i-123-sodium-iodide-capsules.html,17,,,,,,,
,,,,,,,,,,,,,
45336761,024385213,Iodine and Sodium Iodide and Alcohol 470; 20; 20.4 mgmL; mgmL; mgmL LIQUID [GNP Idoinde Tincture 2% Mild],Iodine and Sodium Iodide and Alcohol 470; 20; 20.4 mg/mL; mg/mL; mg/mL LIQUID [GNP Idoinde Tincture 2% Mild],,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c88d7cb-2917-54e9-e053-2991aa0a0bd9,45892414,1596422,Iodine / Isopropyl Alcohol / Sodium Iodide Topical Solution,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45319816,037205022,"IODINE,SODIUM IODIDE, ALCOHOL 47; 2; 2.4 mL100mL; mL100mL; mL100mL TINCTURE [LEADER Mild Iodine]","IODINE,SODIUM IODIDE, ALCOHOL 47; 2; 2.4 mL/100mL; mL/100mL; mL/100mL TINCTURE [LEADER Mild Iodine]",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c88d7cb-2917-54e9-e053-2991aa0a0bd9,45892414,1596422,Iodine / Isopropyl Alcohol / Sodium Iodide Topical Solution,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45183135,049348133,"IODINE, SODIUM IODIDE, ALCOHOL 470; 20; 20.4 mgmL; mgmL; mgmL TINCTURE [Sunmark Iodine]","IODINE, SODIUM IODIDE, ALCOHOL 470; 20; 20.4 mg/mL; mg/mL; mg/mL TINCTURE [Sunmark Iodine]",,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c88d7cb-2917-54e9-e053-2991aa0a0bd9,45892414,1596422,Iodine / Isopropyl Alcohol / Sodium Iodide Topical Solution,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44979277,063323019,"SODIUM IODIDE 118 ugmL INJECTION, SOLUTION [Iodopen Sodium Iodide]","SODIUM IODIDE 118 ug/mL INJECTION, SOLUTION [Iodopen Sodium Iodide]",,,1718756,1860474,Sodium Iodide 0.118 MG/ML Injection [Iodopen],Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45166841,065174461,Sodium Iodide I 131 100 mCi1 CAPSULE [Sodium Iodide I 131 Diagnostic],Sodium Iodide I 131 100 mCi/1 CAPSULE [Sodium Iodide I 131 Diagnostic],,,17,,,,,,,
,,,,,,,,,,,,,
45337708,065174880,Sodium Iodide I 131 1 mCimL SOLUTION [HICON],Sodium Iodide I 131 1 mCi/mL SOLUTION [HICON],,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=524a0dac-6e2b-2c0c-04b4-76d85dba63c5,45775553,1546415,iodide ion I-131,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45201045,067457452,Cytarabine INTRATHECAL; INTRAVENOUS; SUBCUTANEOUS 20120131 INJECTION [Cytarabine] ## FDA,Cytarabine INTRATHECAL; INTRAVENOUS; SUBCUTANEOUS 20120131 INJECTION [Cytarabine] ## FDA,,https://pubchem.ncbi.nlm.nih.gov/compound/cytarabine#section=Top,35605640,1731354,Cytarabine Injection,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45356196,17156020105,SODIUM IODIDE I-123 3.7 MBQ CP,SODIUM IODIDE I-123 3.7 MBQ CP,,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e16d8fe7-4480-40d1-8951-ad65f7f15438,17,,,,,,,
